index, job_title, salary_estimate, job_description, rating, company_name, location, size, founded, type_of_ownership, industry, sector, revenue, skills, company_age
NA,Information Technology BA IV,$70K - $108K (Glassdoor est.),NA,3.9,Health & Human Services Comm,"Austin, TX",10000+ Employees,1912,Government,State & Regional Agencies,Government & Public Administration,Unknown / Non-Applicable,"Analysis and Requirement Development (15%) – Oversees and coordinates development of business requirements for the MMIS systems stemming from federal and state……
Skills: Business analysis, Scrum, Meeting facilitation, Agile, IT",NA
NA,"Senior Medical Education Data Analyst - School of Medicine, Information Tech Services",$86K - $129K (Employer est.),NA,4.0,Emory University,"Atlanta, GA",10000+ Employees,1974,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),"A bachelor's degree in computer science or a related field, and three years of experience in processes and standards related to data, OR an equivalent……
Skills: Oracle, SAS, Database development, Relational databases, R",NA
NA,"Senior Strategic Analytics Analyst, Upscale Brands, Domestic & CALA (Hybrid)",$74K - $106K (Employer est.),NA,3.7,Choice Hotels,"North Bethesda, MD",1001 to 5000 Employees,1939,Company - Public,Hotels & Resorts,Hotels & Travel Accommodation,$1 to $5 billion (USD),"Bachelor’s degree in a field such as statistics, analytics or other quantitative fields required. Apply prescriptive and predictive analysis techniques to……
Skills: Microsoft Powerpoint, Hospitality, R, Tableau, SQL",NA
NA,Learning Systems Senior Analyst,$36.75 - $66.53 Per Hour (Employer est.),NA,4.2,Toyota,"Plano, TX",10000+ Employees,1957,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),"Conduct training sessions and develop resources to empower team members and stakeholders to effectively utilize reports and analytics tools.…
Skills: Power BI, Microsoft Excel, Regulatory reporting, Organizational skills, TFS",NA
NA,"Title V Data Research Analyst, Institutional Planning & Research Department",$65K (Employer est.),NA,3.6,Mount Saint Mary's University,"Los Angeles, CA",501 to 1000 Employees,--,College / University,Colleges & Universities,Education,$100 to $500 million (USD),"Bachelor's degree required in data science, data analysis or a related field; Master's degree preferred. Collaborates with other Research Analysts in fulfilling……
Skills: Statistics, Relational databases, Research, Tableau, PeopleSoft",NA
NA,Data Informatics Analyst 2,$78K - $120K (Glassdoor est.),NA,3.4,Coventry WCS,Remote,Unknown,--,Company - Private,Insurance Agencies & Brokerages,Insurance,Unknown / Non-Applicable,"Bachelor's degree in business, economics, statistics, mathematics, actuarial science, public health, health informatics, healthcare administration, finance, or……
Skills: Microsoft Word, Workers' compensation law, Microsoft Excel, Business intelligence, SAS",NA
NA,Sr Business Analyst,$55K - $97K (Employer est.),NA,4.0,Freeman Company,"Fort Mohave, AZ",10000+ Employees,1927,Company - Private,Event Services,Personal Consumer Services,$1 to $5 billion (USD),"Bachelor’s degree in a related field. Develop data-driven strategic reporting, focusing on churn and growth analysis.…
Skills: Pricing, Power BI, Microsoft Excel, Data analysis skills, Analysis skills",NA
NA,Senior Programmer Analyst,$83K - $121K (Glassdoor est.),NA,4.1,Family HealthCare Network,"Visalia, CA",1001 to 5000 Employees,1976,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,"Valid CA driver’s license preferred . Possesses specific advanced knowledge skills, including well-developed technical writing and editing skills, strong verbal……
Skills: Microsoft Powerpoint, Microsoft Word, SFTP, ASP.NET, Power BI",NA
NA,"Financial Analyst III, Accounting (Remote)",$85K - $107K (Employer est.),NA,3.3,HarbisonWalker International,"Moon, PA",1001 to 5000 Employees,--,Company - Private,Machinery Manufacturing,Manufacturing,Unknown / Non-Applicable,"B.S. Degree in Accounting, Finance or related field. Requires strong strategic thinking and business problem solving skills.…
Skills: Computer operation, Microsoft Excel, Oracle, Microsoft Office, Analysis skills",NA
NA,Business Analyst (Associate Personnel Analyst),$89K - $124K (Glassdoor est.),NA,3.5,CalHR,"Sacramento, CA",NA,NA,NA,NA,NA,NA,"Take your time to think about your response in answering the questions. In addition, incumbent of this position will act as lead in the division's analysis for……",NA
NA,HRIS Business Analyst Sr (Remote),$87K - $102K (Employer est.),NA,3.8,University of Utah Health,"Salt Lake City, UT",10000+ Employees,1850,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),"Assists with assessment and implementation of new features, versions, and application tools associated with the applications. Full Time or Part Time?…
Skills: Oracle, Analysis skills, PeopleSoft, Business requirements, Bank Secrecy Act",NA
NA,Senior IT Business Analyst,$81K - $121K (Glassdoor est.),NA,1.0,CliftonLarsonAllen,"Naples, FL",5001 to 10000 Employees,1953,Company - Private,Accounting & Tax,Financial Services,$1 to $5 billion (USD),"By serving as a liaison between the business stakeholders and implementation teams, the technical business analyst plays an integral role in ensuring that……
Skills: Business analysis, SDLC",NA
NA,Senior Technician (INFORMATION SYSTEMS ANALYST II Option S),$73K - $111K (Glassdoor est.),NA,4.6,State of Illinois,"Springfield, IL",10000+ Employees,1965,Government,State & Regional Agencies,Government & Public Administration,Unknown / Non-Applicable,"Requires knowledge, skill, and mental development equivalent to completion of four (4) years of college with course work in computer science or directly related……
Skills: Microsoft Windows Server, Computer science, Power BI, SCCM, LAN",NA
NA,"Advancement Services, Data Analytics and Gift Compliance Associate",$54K - $84K (Glassdoor est.),NA,3.0,Foundation for the NIH,"Rockville, MD",51 to 200 Employees,1990,Nonprofit Organization,Grantmaking & Charitable Foundations,Nonprofit & NGO,$25 to $100 million (USD),"Acts as resident prospect research expert and administrator for all research tools and subscriptions and offers training, guidance and troubleshooting support……",NA
NA,Senior Risk Adjustment Analyst - Health Plan (Remote),$69K - $104K (Glassdoor est.),NA,3.4,Martin's Point Health Care,United States,501 to 1000 Employees,1981,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$500 million to $1 billion (USD),"Maintains and is expert user of third-party analytical tools and reporting platforms related to risk profile analysis and HCC coding.…
Skills: Process improvement, Analysis skills, Analytics",NA
NA,Health Policy Analyst Sr,$7K - $10K (Employer est.),NA,4.3,Loma Linda University,"Loma Linda, CA",10000+ Employees,1905,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,"Master's Degree in Public Health, Public Policy, Business, Health Administration or related field required; preferably in Health Policy, Social Policy, Public……
Skills: Microsoft Powerpoint, Microsoft Excel, Medicare, English, AWS",NA
NA,Lead Provider Enrollment Analyst,$61K - $77K (Glassdoor est.),NA,3.7,Premier Radiology,Remote,5001 to 10000 Employees,2012,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,"Undergraduate degree preferred and NAMSS certification highly preferred. Ensure/audit data entry for providers specific to enrollment and re-validations.…
Skills: Microsoft Word, Microsoft Excel, Management, Customer service, Research",NA
NA,Senior Research Data Support Analyst,$73K - $97K (Employer est.),NA,4.3,Yale University,"New Haven, CT",10000+ Employees,1701,Nonprofit Organization,Colleges & Universities,Education,Unknown / Non-Applicable,"Provide technical support and computing assistance to faculty and researchers in the university’s social science departments and schools.4b.…
Skills: Management, Scientific research, R, SQL, AWS",NA
NA,Senior Data Analyst,$78K - $117K (Employer est.),NA,4.2,New York University,United States,10000+ Employees,1831,College / University,Colleges & Universities,Education,$5 to $10 billion (USD),"Bachelor's Degree from an accredited college or university required in a discipline providing a foundation for education research, policy analysis, and data……
Skills: Statistics, Writing skills, Alteryx, Data analysis skills, Research",NA
NA,Sr. Department Applications and Analytics Analyst,$28.35 - $50.77 Per Hour (Employer est.),NA,4.3,Global IT Resources,Remote,1 to 50 Employees,--,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,"The Sr. Departmental Applications and Analytics Analyst will work with external vendors, system owners, community partners, contractors and Health Science……
Skills: Regulatory reporting, Cerner, Project management, Analytics",NA
NA,Sr. Business Intelligence Analyst,$57K - $83K (Glassdoor est.),NA,3.5,Webhelp,United States,10000+ Employees,2004,Company - Public,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),"Train stakeholders on tools and own data accuracy for relationship mapping. The Analytics & Decision Support team supports the business and operations teams……
Skills: SQL",NA
NA,Sr. Business Data Analyst,$34.00 Per Hour (Employer est.),NA,4.6,FIS Global,"Cincinnati, OH",10000+ Employees,1968,Company - Public,Financial Transaction Processing,Financial Services,$10+ billion (USD),"Expert knowledge of the field. Uses predictive modeling, statistics, trend analysis and other data analysis techniques to collect, explore and identify right……
Skills: Relational databases, Tableau, SQL, Scripting, Analytics",NA
NA,Compensation Analyst II or I,$67K - $89K (Glassdoor est.),NA,4.6,University of Texas at Dallas,"Richardson, TX",1001 to 5000 Employees,1969,College / University,Colleges & Universities,Education,$100 to $500 million (USD),"Under the direction of the HR Director, the Compensation Analyst II performs a variety of professional, technical, and analytical compensation duties related to……
Skills: Pricing, Microsoft Excel, Supervising experience, PeopleSoft, Organizational skills",NA
NA,Senior Fraud Data Analyst,$78K (Employer est.),NA,3.9,Patelco Credit Union,"Dublin, CA",501 to 1000 Employees,1936,Nonprofit Organization,Banking & Lending,Financial Services,$5 to $10 billion (USD),"Leads implementation of new fraud tools from a data and analysis perspective to ensure all necessary data is being captured and made available for analysis.…
Skills: Microsoft Word, Microsoft Excel, Microsoft Outlook, Mobile applications, Data analysis skills",NA
NA,Associate Business Intelligence Analyst,$60K - $70K (Employer est.),NA,3.7,Highmark Health,"Pittsburgh, PA",10000+ Employees,--,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),"Activities may include but not limited to consulting with cross-functional business groups to identify data and analytical needs, capture and document……
Skills: Microsoft Powerpoint, Microsoft Word, Microsoft Excel, Oracle, Business intelligence",NA
NA,Business Analysis Associate II - Branch Workforce Planning,$66K - $95K (Glassdoor est.),NA,3.8,JPMorgan Chase & Co,"Columbus, OH",10000+ Employees,1799,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),"Develop business processes, reporting, and analytical tools to equip Regional Planning Leads in adding maximum value to their field based business partners.…
Skills: Microsoft Powerpoint, Microsoft Excel, Data analysis skills, Microsoft Office, Tableau",NA
NA,Senior IT Business Analyst,$44K - $92K (Employer est.),NA,3.9,Clayton Homes,"Maryville, TN",10000+ Employees,1956,Company - Private,Real Estate,Real Estate,$1 to $5 billion (USD),"Advocate process changes to business stakeholders and technical professionals to support future-state design process improvements, and new products/platforms.…
Skills: Microsoft Powerpoint, Microsoft Word, Microsoft Excel, Visio, Microsoft Office",NA
NA,Senior Healthcare Data Analyst,$71K - $116K (Glassdoor est.),NA,3.9,Valora Medical Group,"Orlando, FL",51 to 200 Employees,2021,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,"Highly proficient with database analysis and design. Proven ability to develop and execute programs and processes. Managed care data: 5 years (Preferred).…
Skills: Power BI, Microsoft Excel, Managed care, Database development, Data analysis skills",NA
NA,Senior Environmental Specialist - Traffic Data Analyst,$72K - $104K (Glassdoor est.),NA,3.9,Maryland Environmental Service,"Baltimore, MD",501 to 1000 Employees,1970,Government,State & Regional Agencies,Government & Public Administration,Unknown / Non-Applicable,"Minimum education requirements include a Bachelor’s degree from an accredited college or university in environmental science, engineering, ecology, biology,……
Skills: Contract management, Management, GIS",NA
NA,Associate BI Analyst (Local / Hybrid),$6K - $7K (Employer est.),NA,3.8,Vanderbilt University Medical Center,"Nashville, TN",10000+ Employees,1874,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),"Adapts to Change: Embraces changes by keeping an open mind to changing plans and incorporates change instructions into own area of work.…
Skills: Crystal Reports, Microsoft Access, Raiser's Edge, Salesforce, Tableau",NA
NA,Remote work - Need Sr. Data Mapping Analyst - Remote,$78K - $109K (Employer est.),NA,4.1,Steneral Consulting,United States,51 to 200 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,"Core skills are mapping data, understanding gap analysis, taking apart what is in place, looking at new definitions, and comparing data sets.…
Skills: SAS, SQL, Analysis skills, Data visualization, Python",NA
NA,Financial Systems Analyst III (Data Mining),$58K (Employer est.),NA,4.1,Farm Credit Network,"Austin, TX",51 to 200 Employees,--,Company - Public,Banking & Lending,Financial Services,$25 to $100 million (USD),"Experience in financial analysis, financial business systems integration projects and financial reporting is also required.…
Skills: Data mining, Data structures, Microsoft Office, Financial analysis, Accounting",NA
NA,Business Analyst II,$73K - $93K (Glassdoor est.),NA,4.0,Colorado Access,United States,201 to 500 Employees,1994,Company - Private,Insurance Carriers,Insurance,$25 to $100 million (USD),"Licenses/Certifications: A valid driver's license and proof of current auto insurance will be required for any position requiring driving.…
Skills: Microsoft Powerpoint, Microsoft Excel, Microsoft Access, Visio, Research",NA
NA,"Senior Analyst, Specialty Compliance and Ethics - Data Incident Response",$78K - $105K (Glassdoor est.),NA,3.7,Walmart,"Bentonville, AR",10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail & Wholesale,$10+ billion (USD),"Minimum Qualifications: Bachelor's degree in Business, Human Resources, or related field OR 2 years' experience in compliance, ethics, legal, project management……
Skills: HIPAA, Project management, Case management, Communication skills",NA
NA,Analytics & Business Intelligence Specialist 3 or Senior,$73K - $102K (Glassdoor est.),NA,3.3,Berkshire Hathaway Energy Company,"Des Moines, IA",1001 to 5000 Employees,--,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,"This position is responsible for providing leadership and technical deliverables in the design, development, testing, documentation, and implementation of……
Skills: Computer science, Business analysis, Project management",NA
NA,Analyst-Data Reporting Senior - HS Enterprise Reporting Analytics,$70K - $92K (Glassdoor est.),NA,3.6,Baptist Memorial Health,"Memphis, TN",10000+ Employees,1912,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),"Minimum: Bachelor's degree in a financial field, Healthcare/Healthcare financial data, Financial I/S or other associated field or equivalent combination of……
Skills: Crystal Reports, Microsoft Access, Writing skills, Accounting",NA
NA,Sr. Business Analyst,$6K (Employer est.),NA,4.3,Association of American Medical Colleges,"Washington, DC",501 to 1000 Employees,1876,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$100 to $500 million (USD),"This role needs to uncover user requirements using industry standard model-driven analysis techniques, make recommendations for process and business flows, and……
Skills: Jira, Kanban, Business analysis, Java, Analysis skills",NA
NA,Business Analyst II-HCM,$102K (Employer est.),NA,4.2,University of Texas at Dallas,Texas,1001 to 5000 Employees,1969,College / University,Colleges & Universities,Education,$100 to $500 million (USD),"Bachelor’s degree with coursework in computing, information systems or related field and five years of progressively responsible PeopleSoft support and analysis……
Skills: Microsoft Powerpoint, Microsoft Word, Microsoft Excel, Microsoft Access, Management",NA
NA,Senior Data Analyst,$65K - $98K (Glassdoor est.),NA,3.4,Continental Finance Company,"Wilmington, DE",51 to 200 Employees,2005,Company - Private,Banking & Lending,Financial Services,Unknown / Non-Applicable,"Bachelor’s degree in Accounting/Finance/Economics/MIS or related field. The Senior Data Analyst is responsible for conducting detailed data analysis on data……
Skills: Microsoft Excel, Microsoft Access, SAS, Tableau, SQL",NA
NA,Lead Data Governance Analyst,$71K - $106K (Glassdoor est.),NA,4.2,NiSource,"Lexington, KY",5001 to 10000 Employees,1987,Company - Public,Energy & Utilities,"Energy, Mining & Utilities",$1 to $5 billion (USD),"5+ years of experience with databases and database structures including the ability to articulate data concepts between business-focused, functional, and……
Skills: Data analysis skills, Databases, Informatica",NA
NA,Sr HR Technology and Data Analyst,$58K - $88K (Employer est.),NA,4.0,Farm Credit Network,"Saint Paul, MN",51 to 200 Employees,--,Company - Public,Banking & Lending,Financial Services,$25 to $100 million (USD),"Bachelor's degree in business or technology field. Including tools such as Dayforce HCM, M365, and the case management and record retention platforms.…
Skills: Power BI, Business intelligence, Software deployment, Ceridian, SQL",NA
NA,"Senior Data Privacy and Governance Analyst (Boone, North Wilkesboro or Charlotte)",$66K - $100K (Glassdoor est.),NA,3.8,Samaritan's Purse,"Charlotte, NC",1001 to 5000 Employees,1970,Nonprofit Organization,Religious Institutions,Nonprofit & NGO,$100 to $500 million (USD),"This independent, yet passionate, data privacy enthusiast will help to identify and manage an array of multi-faceted data privacy risks spanning from risk……
Skills: HIPAA, English, Project management, Data management, NIST standards",NA
NA,ADMINISTRATIVE ANALYST II,$63K - $81K (Glassdoor est.),NA,4.7,"City of Burbank, CA","Burbank, CA",1001 to 5000 Employees,1911,Government,Municipal Agencies,Government & Public Administration,$100 to $500 million (USD),"Conducts research and analysis; prepares written reports; assists with the preparation of and may give presentations to a variety of audiences, including but……
Skills: Public speaking, Administrative experience, Analysis skills, Budgeting",NA
NA,"ML Data Associate II, AGI-DS RAMP",$60K - $80K (Employer est.),NA,3.5,Amazon.com Services LLC,"Boston, MA",10000+ Employees,1994,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),"Work with team managers, operations managers, and project leads to prioritize and manage workload. Dive deep into issues and implement solutions independently.…
Skills: Organizational skills, Communication skills",NA
NA,Data Quality Senior Analyst,$42K - $59K (Employer est.),NA,3.1,Citi,"Jacksonville, FL",10000+ Employees,1812,Company - Public,Investment & Asset Management,Financial Services,$10+ billion (USD),"Two (2) years of experience must include: Designing data catalogs in Data Management Tool based on industry standards; Identifying and defining necessary……
Skills: Tableau, SQL",NA
NA,Principal Product Data Analyst,$70K - $103K (Employer est.),NA,3.5,nCino,"Wilmington, NC",1001 to 5000 Employees,2012,Company - Public,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Your expertise will be the cornerstone for driving data-driven decision-making, enhancing the availability and reliability of actionable intelligence, and……
Skills: Power BI, Microsoft Excel, Data mining, Software deployment, R",NA
NA,"Senior Analyst, Workforce Planning",$75K - $85K (Employer est.),NA,3.6,Expedia Group,"Austin, TX",10000+ Employees,1996,Company - Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD),"Analyze for potential risks in staffing levels and develop/implement plans to aid the operation in mitigating the risks as needed.…
Skills: Data mining, Management, Operations management, Analysis skills, Presentation skills",NA
NA,Associate Business Analyst - Shared Health,$44K - $107K (Employer est.),NA,3.5,BlueCross BlueShield of Tennessee,United States,5001 to 10000 Employees,1945,Nonprofit Organization,Insurance Carriers,Insurance,$5 to $10 billion (USD),"Applicants living in these states may move to an approved state prior to starting a position with BCBST at their own expense. High School Diploma or equivalent.…
Skills: Microsoft Powerpoint, Microsoft Word, Microsoft Excel, Microsoft Outlook, Visio",NA
NA,Sr Business Data Analyst,$90K - $105K (Employer est.),NA,4.1,DHL,"Westerville, OH",10000+ Employees,1969,Company - Private,Shipping & Trucking,Transportation & Logistics,$10+ billion (USD),"Partners with Finance to develop financial models to analyze productivity and payroll; calculates cost benefits and business impact and proposes solutions.…
Skills: Statistics, Data structures, Organizational skills, Analytics",NA
NA,Operations Research & Analytics Senior Analyst,$5K - $6K (Employer est.),NA,3.9,Bread Financial,"Columbus, OH",5001 to 10000 Employees,1996,Company - Public,Banking & Lending,Financial Services,$1 to $5 billion (USD),"Decision Science: Conduct scenario analysis, risk analysis, cost/benefit analysis and leverage other advanced techniques such as scenario planning, simulation,……
Skills: Operations research, Data analysis skills, SQL, Statistical analysis, Analysis skills",NA
NA,Senior HRIS Analyst,$100K (Employer est.),NA,4.0,Apps Associates,"Acton, MA",1001 to 5000 Employees,2002,Company - Private,Information Technology Support Services,Information Technology,$100 to $500 million (USD),"License, Certification and/or BA in Information Technology or related field. Update and upload required annual entry into Oracle HCM.…
Skills: Oracle, Writing skills, Human resources, HRIS, Business requirements",NA
NA,Associate Product Analyst-Hybrid,$57K - $98K (Employer est.),NA,4.0,National Interstate Corporation,"Richfield, OH",501 to 1000 Employees,1989,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),"May assist in administering training and communication materials and providing training as necessary on product/rate changes for staff, field, and agency……
Skills: Underwriting",NA
NA,"Senior Programmer Analyst, Insight Analytics",$68K - $87K (Glassdoor est.),NA,3.5,EAB,"Washington, DC",1001 to 5000 Employees,2007,Company - Private,Research & Development,Management & Consulting,Unknown / Non-Applicable,"A graduate-level degree which emphasizes programming skills (e.g., Computer Science, Information Technology, Data Science/Data Analytics, Mathematics/Statistics……
Skills: Microsoft Powerpoint, Statistical software, Statistics, Microsoft Excel, Data structures",NA
NA,Sr. Business Analyst,$82K - $120K (Glassdoor est.),NA,4.0,Little Caesars/Blue Line Distribution,"Detroit, MI",5001 to 10000 Employees,1959,Subsidiary or Business Segment,Restaurants & Cafes,Restaurants & Food Service,Unknown / Non-Applicable,"A state-of-the-art building with a modern-day, open environment in the heart of The District Detroit. In this role, you will conduct and document detailed……
Skills: Microsoft Powerpoint, Bilingual, Spanish, Microsoft Excel, English",NA
NA,Senior Reporting Analyst,$61K - $84K (Glassdoor est.),NA,4.3,HomeServe USA,"Norwalk, CT",1001 to 5000 Employees,2003,Company - Private,General Repair & Maintenance,"Construction, Repair & Maintenance Services",$100 to $500 million (USD),"Excellent communication and presentation skills, with the ability to convey technical concepts to non-technical stakeholders. Well, we’re glad you asked!…
Skills: Power BI, Business intelligence, Data analysis skills, Tableau, SQL",NA
NA,"Senior Programmer Analyst, Metropolitan College",$62K - $87K (Glassdoor est.),NA,5.0,Boston University,"Boston, MA",10000+ Employees,1839,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),"Design, code, test, implement, maintain and support applications for managing data and generating reports of academic programs, student profiles, faculty……
Skills: Computer science, Data analytics",NA
NA,Business Analyst III,$65K - $80K (Employer est.),NA,4.0,"Raymond James Financial, Inc.","Saint Petersburg, FL",10000+ Employees,1962,Company - Public,Investment & Asset Management,Financial Services,$5 to $10 billion (USD),"Advanced Business Analysis tools: Microsoft Office suite (Word, Excel, PowerPoint, and Outlook), Software Engineering Methodology (SEM) process, Change……
Skills: Microsoft Powerpoint, Microsoft Word, Microsoft Excel, Business analysis, Microsoft Office",NA
NA,Senior Music Royalty Analyst,$80K - $118K (Glassdoor est.),NA,3.6,Gelfand Rennert & Feldman,"Nashville, TN",501 to 1000 Employees,1967,Company - Private,Accounting & Tax,Financial Services,Unknown / Non-Applicable,"CPA program (employer-paid prep materials, paid time off to study and sit for exams, a CPA completion bonus, continued education and license renewals).…
Skills: Microsoft Excel, Basic math, Pivot tables, Power Pivot, Communication skills",NA
NA,Senior Data Analyst (Advancement),$79K - $95K (Glassdoor est.),NA,3.6,William & Mary,"Williamsburg, VA",1001 to 5000 Employees,1693,College / University,Colleges & Universities,Education,$100 to $500 million (USD),"Master’s degree in data analysis, data science, computer science, business analytics, or related field. The Data Analytics & Reporting team is responsible for……
Skills: Computer science, Power BI, Management, Visual Basic, SAS",NA
NA,Senior Digital Marketing and Data Analyst,$67K - $90K (Glassdoor est.),NA,3.5,TRONE BRAND ENERGY,"High Point, NC",1 to 50 Employees,1982,Company - Private,Advertising & Public Relations,Media & Communication,$5 to $25 million (USD),"Google Analytics certification, Google DataStudio certification, Google Ads certification. Bachelor's degree in Marketing, Data Science, Marketing Analytics or……
Skills: Google Tag Manager, E-commerce, Analysis skills, Digital marketing, Data science",NA
NA,Data Analytics Senior Analyst (SAS & SQL),$80K - $117K (Employer est.),NA,1.0,Citi,"Irving, TX",10000+ Employees,1812,Company - Public,Investment & Asset Management,Financial Services,$10+ billion (USD),"The Internal Audit US Personal Banking team is responsible for providing independent assurance over the key risks and processes associated with Citi’s US……
Skills: Computer science, Oracle, Management, SAS, Regulatory reporting",NA
NA,Senior Business Analyst and Tester,$100K - $120K (Employer est.),NA,4.1,TAYS INC,"Baltimore, MD",Unknown,--,Company - Private,--,--,Unknown / Non-Applicable,"Master's degree and 5+ years of experience in a training-related field or Bachelor's degree and 7+ years of experience in a technical-related field.…
Skills: Customer service, Cucumber, Data analysis skills, Selenium, SQL",NA
NA,"Sr Analyst - Data & Insights, Hybrid",$73K - $113K (Glassdoor est.),NA,3.4,Ulta Beauty,"Bolingbrook, IL",10000+ Employees,1990,Company - Public,Beauty & Personal Accessories Stores,Retail & Wholesale,$5 to $10 billion (USD),"Collaborate with Digital UX and Design team members to develop and maintain user personas and journey maps to inform product design and development.…
Skills: Web development, Writing skills, Merchandising, Data analysis skills, Research",NA
NA,Clinical Data Analyst II,$55K - $77K (Glassdoor est.),NA,3.2,L.A. Care Health Plan,"Los Angeles, CA",1001 to 5000 Employees,1997,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,"The Clinical Data Analyst II applies technical skills to design, develop, and generate ad hoc or production reports that may evolve into complex data analysis……
Skills: Microsoft Powerpoint, Microsoft Excel, Microsoft Access, SAS, Relational databases",NA
NA,ERP Business Analyst II,$35.32 - $49.66 Per Hour (Employer est.),NA,3.6,Galt OEM,"Garland, TX",NA,NA,NA,NA,NA,NA,"Bachelor’s degree in computer science or IT related field or equivalent. Maintain and implement Sage X3 security following overall security design.…
Skills: Bilingual, Spanish, Crystal Reports, Power BI, Sage",NA
NA,Data Science Analyst II (Dallas Water Utilities),$75K - $111K (Glassdoor est.),NA,4.1,"City of Dallas, TX","Dallas, TX",10000+ Employees,1856,Government,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,"Must have a valid driver’s license and a good driver’s record. 7 Conducts studies, gathers and analyzes data from various databases and sources, develops……
Skills: Machine learning, Data management, Data analytics, Data science, Analytics",NA
NA,Senior Data Analyst - Remote Eligible,$63K - $97K (Glassdoor est.),NA,3.8,Presbyterian Healthcare Services,"Albuquerque, NM",10000+ Employees,1908,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),"Discern patterns and correlate diverse set of information, conceptualize and then translate ideas from abstract to concrete, determine appropriate level to……
Skills: Power BI, SAS, Relational databases, Microsoft Office, Tableau",NA
NA,Senior Business Analyst,$82K - $116K (Employer est.),NA,4.1,IPolarity LLC,Remote,1 to 50 Employees,--,Company - Private,Information Technology Support Services,Information Technology,Less than $1 million (USD),"Elicit requirements using interviews, document analysis, requirements workshops, storyboards, surveys, site visits, business process descriptions, use cases,……
Skills: Waterfall, Business analysis, SharePoint, Agile, SDLC",NA
NA,Associate – Master Data Analyst-SAP,$85K - $105K (Employer est.),NA,3.6,Lilly,"Lebanon, IN",10000+ Employees,1876,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),"The Supply Chain organization has responsibility for scheduling the manufacturing processes for Lebanon API site and supporting manufacturing with all inbound……
Skills: Microsoft Excel, Customer service, MRP, Project management, Packaging",NA
NA,Sr Data Analyst - Non-Financial Regulatory Reporting,$77K - $115K (Employer est.),NA,4.2,Bank of America,United States,10000+ Employees,1904,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),"This role will serve as a AMRS Regulatory Reporting Manager responsible for driving key reporting activities and functions within the Global Markets NFRR team.…
Skills: Regulatory reporting, Communication skills, Banking, Analytics",NA
NA,Sr. Business Data Analyst (Temporary),$71K - $95K (Employer est.),NA,3.2,Electronic Arts,"Orlando, FL",10000+ Employees,1982,Company - Public,Video Game Publishing,Media & Communication,$5 to $10 billion (USD),"You can bridge the gap between both technical and non-technical partners. Certified Business Intelligence Professional (CBIP) certification or other relevant……
Skills: Jira, Power BI, Microsoft Excel, Business intelligence, Business analysis",NA
NA,Business Analyst - Mid- Level,$93K - $130K (Employer est.),NA,4.0,CACI,Virginia,10000+ Employees,1962,Company - Public,Aerospace & Defense,Aerospace & Defense,$5 to $10 billion (USD),"Serve as the focal point for the capture, analysis, and management of functional and non-functional systems requirements, and user stories.…
Skills: Jira, Microsoft Excel, Business analysis, Visio, Microsoft Office",NA
NA,Data Processing Systems Analyst VI - Systems Administration,$78K - $102K (Glassdoor est.),NA,5.0,Hawaiʻi State Department of Education,"Honolulu, HI",10000+ Employees,1959,Government,National Agencies,Government & Public Administration,Unknown / Non-Applicable,"Specialized Experience: Progressively responsible work experience in computer systems analysis which involved the analysis and design of systems for electronic……
Skills: Supervising experience, Systems analysis",NA
